Team 1,Team 2,Ground,Host_Country,Venue_Team1,Venue_Team2,Winner
Sri Lanka,Australia,Melbourne,Australia,1,0,Australia
Sri Lanka,New Zealand,Brisbane,Australia,2,2,New Zealand
New Zealand,Australia,Brisbane,Australia,1,0,Australia
Sri Lanka,Australia,Sydney,Australia,1,0,Australia
West Indies,India,Faridabad,India,1,0,West Indies
New Zealand,Australia,Sydney,Australia,1,0,Australia
New Zealand,Australia,Melbourne,Australia,1,0,Australia
West Indies,India,Gwalior,India,1,0,West Indies
New Zealand,Australia,Sydney,Australia,1,0,Australia
West Indies,India,Thiruvananthapuram,India,1,0,West Indies
England,Australia,Melbourne,Australia,1,0,Australia
England,New Zealand,Dunedin,New Zealand,1,0,England
England,New Zealand,Christchurch,New Zealand,1,0,England
Pakistan,West Indies,Kingston,West Indies,1,0,West Indies
Pakistan,West Indies,St John's,West Indies,1,0,West Indies
England,New Zealand,Napier,New Zealand,1,0,New Zealand
Pakistan,West Indies,Port of Spain,West Indies,1,0,West Indies
England,New Zealand,Auckland,New Zealand,1,0,New Zealand
Pakistan,West Indies,Port of Spain,West Indies,1,0,West Indies
Sri Lanka,India,Sharjah,U.A.E.,2,2,India
New Zealand,India,Sharjah,U.A.E.,2,2,India
Sri Lanka,New Zealand,Sharjah,U.A.E.,2,2,New Zealand
Pakistan,West Indies,Georgetown,West Indies,1,0,West Indies
Sri Lanka,New Zealand,Sharjah,U.A.E.,2,2,New Zealand
New Zealand,India,Sharjah,U.A.E.,2,2,India
West Indies,England,Birmingham,England,1,0,England
West Indies,England,Leeds,England,1,0,England
West Indies,England,Lord's,England,1,0,England
Sri Lanka,England,The Oval,England,1,0,England
West Indies,India,Sharjah,U.A.E.,2,2,India
West Indies,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
Pakistan,India,Sharjah,U.A.E.,2,2,Pakistan
West Indies,India,Sharjah,U.A.E.,2,2,West Indies
West Indies,Pakistan,Sharjah,U.A.E.,2,2,West Indies
Sri Lanka,Pakistan,Dhaka,Bangladesh,2,2,Sri Lanka
India,Bangladesh,Chittagong,Bangladesh,1,0,India
Sri Lanka,India,Dhaka,Bangladesh,2,2,Sri Lanka
Pakistan,Bangladesh,Chittagong,Bangladesh,1,0,Pakistan
Pakistan,India,Dhaka,Bangladesh,2,2,India
Sri Lanka,Bangladesh,Dhaka,Bangladesh,1,0,Sri Lanka
Sri Lanka,India,Dhaka,Bangladesh,2,2,India
West Indies,Pakistan,Adelaide,Australia,2,2,West Indies
New Zealand,India,Visakhapatnam,India,1,0,India
Pakistan,Australia,Adelaide,Australia,1,0,Australia
New Zealand,India,Cuttack,India,1,0,India
West Indies,Australia,Sydney,Australia,1,0,West Indies
West Indies,Australia,Melbourne,Australia,1,0,West Indies
New Zealand,India,Indore,India,1,0,India
West Indies,Pakistan,Hobart,Australia,2,2,West Indies
New Zealand,India,Vadodara,India,1,0,India
West Indies,Pakistan,Perth,Australia,2,2,West Indies
Pakistan,Australia,Perth,Australia,1,0,Pakistan
West Indies,Australia,Melbourne,Australia,1,0,Australia
West Indies,Pakistan,Brisbane,Australia,2,2,Pakistan
Pakistan,Australia,Brisbane,Australia,1,0,Australia
Pakistan,Australia,Melbourne,Australia,1,0,Australia
West Indies,Australia,Sydney,Australia,1,0,Australia
West Indies,Australia,Melbourne,Australia,1,0,Australia
West Indies,Australia,Sydney,Australia,1,0,West Indies
West Indies,Australia,Sydney,Australia,1,0,West Indies
Pakistan,New Zealand,Dunedin,New Zealand,1,0,New Zealand
Pakistan,New Zealand,Christchurch,New Zealand,1,0,New Zealand
India,West Indies,Bridgetown,West Indies,1,0,West Indies
Pakistan,New Zealand,Wellington,New Zealand,1,0,New Zealand
India,West Indies,Port of Spain,West Indies,1,0,West Indies
Pakistan,New Zealand,Auckland,New Zealand,1,0,Pakistan
India,West Indies,Port of Spain,West Indies,1,0,West Indies
Pakistan,New Zealand,Hamilton,New Zealand,1,0,New Zealand
India,West Indies,St John's,West Indies,1,0,West Indies
India,West Indies,Georgetown,West Indies,1,0,West Indies
Sri Lanka,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
Sri Lanka,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
Australia,England,Manchester,England,1,0,England
Australia,England,Lord's,England,1,0,Australia
West Indies,India,Sharjah,U.A.E.,2,2,West Indies
West Indies,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
Sri Lanka,England,Delhi,India,2,2,England
Pakistan,India,Sharjah,U.A.E.,2,2,Pakistan
West Indies,India,Sharjah,U.A.E.,2,2,India
West Indies,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
England,Australia,Hyderabad,India,2,2,England
West Indies,Sri Lanka,Rajkot,India,2,2,Sri Lanka
Pakistan,India,Sharjah,U.A.E.,2,2,Pakistan
West Indies,Australia,Chennai,India,2,2,Australia
Pakistan,England,Cuttack,India,2,2,England
Sri Lanka,India,Ahmedabad,India,1,0,India
Pakistan,Australia,Mumbai,India,2,2,Pakistan
West Indies,India,Delhi,India,1,0,West Indies
England,India,Kanpur,India,1,0,India
West Indies,Pakistan,Jalandhar,India,2,2,West Indies
Sri Lanka,Australia,Margao,India,2,2,Australia
West Indies,England,Gwalior,India,2,2,West Indies
Australia,India,Bengaluru,India,1,0,India
Sri Lanka,Pakistan,Lucknow,India,2,2,Pakistan
Pakistan,India,Kolkata,India,1,0,Pakistan
Pakistan,England,Nagpur,India,2,2,Pakistan
West Indies,India,Mumbai,India,1,0,West Indies
West Indies,Pakistan,Kolkata,India,2,2,Pakistan
India,Pakistan,Gujranwala,Pakistan,1,0,Pakistan
India,Pakistan,Lahore,Pakistan,1,0,Pakistan
Sri Lanka,Australia,Melbourne,Australia,1,0,Australia
Sri Lanka,Australia,Perth,Australia,1,0,Australia
Sri Lanka,Pakistan,Perth,Australia,2,2,Sri Lanka
Pakistan,Australia,Melbourne,Australia,1,0,Australia
Sri Lanka,Australia,Melbourne,Australia,1,0,Australia
Sri Lanka,Pakistan,Brisbane,Australia,2,2,Pakistan
Pakistan,Australia,Brisbane,Australia,1,0,Australia
Pakistan,Australia,Sydney,Australia,1,0,Pakistan
Sri Lanka,Pakistan,Hobart,Australia,2,2,Pakistan
Sri Lanka,Pakistan,Adelaide,Australia,2,2,Pakistan
Sri Lanka,Australia,Adelaide,Australia,1,0,Australia
Pakistan,Australia,Sydney,Australia,1,0,Pakistan
Pakistan,Australia,Melbourne,Australia,1,0,Australia
Pakistan,Australia,Sydney,Australia,1,0,Australia
India,New Zealand,Dunedin,New Zealand,1,0,New Zealand
India,Australia,Christchurch,New Zealand,2,2,Australia
England,West Indies,Kingston,West Indies,1,0,West Indies
Australia,New Zealand,Christchurch,New Zealand,1,0,Australia
India,New Zealand,Wellington,New Zealand,1,0,India
England,West Indies,Georgetown,West Indies,1,0,West Indies
India,Australia,Hamilton,New Zealand,2,2,Australia
Australia,New Zealand,Auckland,New Zealand,1,0,Australia
Australia,New Zealand,Auckland,New Zealand,1,0,Australia
England,West Indies,Georgetown,West Indies,1,0,West Indies
England,West Indies,Bridgetown,West Indies,1,0,West Indies
Sri Lanka,India,Sharjah,U.A.E.,2,2,Sri Lanka
New Zealand,Australia,Sharjah,U.A.E.,2,2,Australia
Pakistan,India,Sharjah,U.A.E.,2,2,Pakistan
New Zealand,Bangladesh,Sharjah,U.A.E.,2,2,New Zealand
Sri Lanka,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
Bangladesh,Australia,Sharjah,U.A.E.,2,2,Australia
Pakistan,New Zealand,Sharjah,U.A.E.,2,2,Pakistan
Sri Lanka,Australia,Sharjah,U.A.E.,2,2,Australia
Pakistan,Australia,Sharjah,U.A.E.,2,2,Pakistan
New Zealand,England,Leeds,England,1,0,New Zealand
New Zealand,England,The Oval,England,1,0,England
India,England,Leeds,England,1,0,India
India,England,Nottingham,England,1,0,India
New Zealand,Pakistan,Lahore,Pakistan,1,0,Pakistan
New Zealand,Pakistan,Peshawar,Pakistan,1,0,Pakistan
New Zealand,Pakistan,Sialkot,Pakistan,1,0,Pakistan
West Indies,Pakistan,Karachi,Pakistan,1,0,Pakistan
West Indies,Pakistan,Lahore,Pakistan,1,0,Pakistan
West Indies,Pakistan,Multan,Pakistan,1,0,Pakistan
New Zealand,Australia,Sydney,Australia,1,0,Australia
New Zealand,England,Adelaide,Australia,2,2,New Zealand
Sri Lanka,India,Nagpur,India,1,0,India
New Zealand,Australia,Adelaide,Australia,1,0,Australia
Sri Lanka,India,Pune,India,1,0,India
New Zealand,England,Perth,Australia,2,2,England
Sri Lanka,India,Margao,India,1,0,Sri Lanka
England,Australia,Perth,Australia,1,0,Australia
New Zealand,Australia,Melbourne,Australia,1,0,Australia
New Zealand,England,Sydney,Australia,2,2,England
New Zealand,England,Brisbane,Australia,2,2,New Zealand
England,Australia,Brisbane,Australia,1,0,Australia
New Zealand,Australia,Hobart,Australia,1,0,New Zealand
Sri Lanka,Pakistan,Sharjah,U.A.E.,2,2,Sri Lanka
Sri Lanka,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
Bangladesh,India,Chandigarh,India,1,0,India
Sri Lanka,India,Cuttack,India,1,0,Sri Lanka
Sri Lanka,Bangladesh,Kolkata,India,2,2,Sri Lanka
England,Australia,Sydney,Australia,1,0,Australia
Sri Lanka,India,Kolkata,India,1,0,India
England,Australia,Melbourne,Australia,1,0,Australia
New Zealand,Australia,Sydney,Australia,1,0,Australia
New Zealand,Australia,Melbourne,Australia,1,0,Australia
Sri Lanka,New Zealand,Napier,New Zealand,1,0,New Zealand
Sri Lanka,New Zealand,Auckland,New Zealand,1,0,New Zealand
Sri Lanka,New Zealand,Dunedin,New Zealand,1,0,New Zealand
England,New Zealand,Christchurch,New Zealand,1,0,England
England,New Zealand,Wellington,New Zealand,1,0,New Zealand
England,New Zealand,Auckland,New Zealand,1,0,New Zealand
Australia,West Indies,Kingston,West Indies,1,0,Australia
Australia,West Indies,Port of Spain,West Indies,1,0,Australia
Australia,West Indies,Port of Spain,West Indies,1,0,West Indies
Australia,West Indies,Bridgetown,West Indies,1,0,Australia
Australia,West Indies,Georgetown,West Indies,1,0,Australia
West Indies,England,Birmingham,England,1,0,England
West Indies,England,Manchester,England,1,0,England
West Indies,England,Lord's,England,1,0,England
West Indies,Pakistan,Sharjah,U.A.E.,2,2,West Indies
Pakistan,India,Sharjah,U.A.E.,2,2,India
West Indies,India,Sharjah,U.A.E.,2,2,India
West Indies,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
West Indies,India,Sharjah,U.A.E.,2,2,India
Pakistan,India,Sharjah,U.A.E.,2,2,Pakistan
Pakistan,India,Sharjah,U.A.E.,2,2,Pakistan
South Africa,India,Kolkata,India,1,0,India
South Africa,India,Gwalior,India,1,0,India
South Africa,India,New Delhi,,2,2,South Africa
West Indies,Pakistan,Karachi,Pakistan,1,0,West Indies
West Indies,Pakistan,Faisalabad,Pakistan,1,0,West Indies
India,Australia,Perth,Australia,1,0,India
India,Australia,Hobart,Australia,1,0,Australia
West Indies,Australia,Melbourne,Australia,1,0,Australia
West Indies,India,Adelaide,Australia,2,2,India
India,Australia,Adelaide,Australia,1,0,Australia
West Indies,Australia,Sydney,Australia,1,0,Australia
Sri Lanka,Pakistan,Sargodha,Pakistan,1,0,Pakistan
England,New Zealand,Auckland,New Zealand,1,0,England
West Indies,India,Brisbane,Australia,2,2,West Indies
West Indies,Australia,Brisbane,Australia,1,0,West Indies
Sri Lanka,Pakistan,Karachi,Pakistan,1,0,Pakistan
India,Australia,Sydney,Australia,1,0,Australia
Sri Lanka,Pakistan,Hyderabad,India,2,2,Pakistan
West Indies,India,Melbourne,Australia,2,2,India
Sri Lanka,Pakistan,Multan,Pakistan,1,0,Sri Lanka
India,Australia,Melbourne,Australia,1,0,Australia
Sri Lanka,Pakistan,Rawalpindi,Pakistan,1,0,Pakistan
India,Australia,Sydney,Australia,1,0,Australia
England,New Zealand,Dunedin,New Zealand,1,0,England
England,New Zealand,Christchurch,New Zealand,1,0,England
Australia,New Zealand,Auckland,New Zealand,1,0,New Zealand
India,England,Perth,Australia,2,2,England
Zimbabwe,Sri Lanka,New Plymouth,New Zealand,2,2,Sri Lanka
West Indies,Pakistan,Melbourne,Australia,2,2,West Indies
Sri Lanka,New Zealand,Hamilton,New Zealand,1,0,New Zealand
South Africa,Australia,Sydney,Australia,1,0,South Africa
Zimbabwe,Pakistan,Hobart,Australia,2,2,Pakistan
West Indies,England,Melbourne,Australia,2,2,England
South Africa,New Zealand,Auckland,New Zealand,1,0,New Zealand
Zimbabwe,West Indies,Brisbane,Australia,2,2,West Indies
India,Australia,Brisbane,Australia,1,0,Australia
Sri Lanka,South Africa,Wellington,New Zealand,2,2,Sri Lanka
Zimbabwe,New Zealand,Napier,New Zealand,1,0,New Zealand
Pakistan,India,Sydney,Australia,2,2,India
West Indies,South Africa,Christchurch,New Zealand,2,2,South Africa
England,Australia,Sydney,Australia,1,0,England
Zimbabwe,India,Hamilton,New Zealand,2,2,India
Sri Lanka,Australia,Adelaide,Australia,1,0,Australia
West Indies,New Zealand,Auckland,New Zealand,1,0,New Zealand
South Africa,Pakistan,Brisbane,Australia,2,2,South Africa
Sri Lanka,England,Ballarat,Australia,2,2,England
West Indies,India,Wellington,New Zealand,2,2,West Indies
Zimbabwe,South Africa,Canberra,Australia,2,2,South Africa
Pakistan,Australia,Perth,Australia,1,0,Pakistan
India,New Zealand,Dunedin,New Zealand,1,0,New Zealand
South Africa,England,Melbourne,Australia,2,2,England
West Indies,Sri Lanka,Berri,Australia,2,2,West Indies
Zimbabwe,Australia,Hobart,Australia,1,0,Australia
England,New Zealand,Wellington,New Zealand,1,0,New Zealand
South Africa,India,Adelaide,Australia,2,2,South Africa
Sri Lanka,Pakistan,Perth,Australia,2,2,Pakistan
Pakistan,New Zealand,Christchurch,New Zealand,1,0,Pakistan
Zimbabwe,England,Albury,Australia,2,2,Zimbabwe
West Indies,Australia,Melbourne,Australia,1,0,Australia
Pakistan,New Zealand,Auckland,New Zealand,1,0,Pakistan
South Africa,England,Sydney,Australia,2,2,England
Pakistan,England,Melbourne,Australia,2,2,Pakistan
South Africa,West Indies,Kingston,West Indies,1,0,West Indies
South Africa,West Indies,Port of Spain,West Indies,1,0,West Indies
South Africa,West Indies,Port of Spain,West Indies,1,0,West Indies
Pakistan,England,Lord's,England,1,0,England
Pakistan,England,The Oval,England,1,0,England
Australia,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
Pakistan,England,Nottingham,England,1,0,England
Pakistan,England,Lord's,England,1,0,Pakistan
Pakistan,England,Manchester,England,1,0,England
Australia,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
Australia,Sri Lanka,Colombo,Sri Lanka,1,0,Australia
India,Zimbabwe,Harare,Zimbabwe,1,0,India
New Zealand,Zimbabwe,Bul1o,Zimbabwe,1,0,New Zealand
New Zealand,Zimbabwe,Harare,Zimbabwe,1,0,New Zealand
West Indies,Pakistan,Perth,Australia,2,2,Pakistan
West Indies,Australia,Perth,Australia,1,0,West Indies
India,South Africa,Cape Town,South Africa,1,0,South Africa
West Indies,Australia,Sydney,Australia,1,0,Australia
India,South Africa,Port Elizabeth,South Africa,1,0,South Africa
India,South Africa,Centurion,South Africa,1,0,India
West Indies,Pakistan,Adelaide,Australia,2,2,West Indies
New Zealand,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
Pakistan,Australia,Adelaide,Australia,1,0,Australia
New Zealand,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
India,South Africa,Johannesburg,South Africa,1,0,South Africa
West Indies,Australia,Melbourne,Australia,1,0,Australia
India,South Africa,Bloemfontein,South Africa,1,0,South Africa
West Indies,Pakistan,Sydney,Australia,2,2,West Indies
India,South Africa,Durban,South Africa,1,0,South Africa
India,South Africa,East London,South Africa,1,0,India
Pakistan,New Zealand,Wellington,New Zealand,1,0,Pakistan
Pakistan,New Zealand,Napier,New Zealand,1,0,New Zealand
Pakistan,New Zealand,Auckland,New Zealand,1,0,New Zealand
West Indies,Pakistan,Brisbane,Australia,2,2,West Indies
West Indies,Australia,Brisbane,Australia,1,0,West Indies
Pakistan,Australia,Melbourne,Australia,1,0,Australia
Pakistan,Australia,Sydney,Australia,1,0,Australia
West Indies,Australia,Sydney,Australia,1,0,West Indies
West Indies,Australia,Melbourne,Australia,1,0,West Indies
England,India,Jaipur,India,1,0,England
England,India,Chandigarh,India,1,0,India
Zimbabwe,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
Sri Lanka,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
Zimbabwe,Sri Lanka,Sharjah,U.A.E.,2,2,Sri Lanka
Sri Lanka,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
Pakistan,South Africa,Durban,South Africa,1,0,Pakistan
West Indies,South Africa,Port Elizabeth,South Africa,1,0,South Africa
West Indies,Pakistan,Johannesburg,South Africa,2,2,West Indies
Pakistan,South Africa,East London,South Africa,1,0,Pakistan
West Indies,South Africa,Cape Town,South Africa,1,0,South Africa
West Indies,Pakistan,Durban,South Africa,2,2,West Indies
Pakistan,South Africa,Centurion,South Africa,1,0,Pakistan
West Indies,South Africa,Bloemfontein,South Africa,1,0,West Indies
West Indies,Pakistan,Cape Town,South Africa,2,2,West Indies
England,India,Bengaluru,India,1,0,England
West Indies,Pakistan,Johannesburg,South Africa,2,2,West Indies
England,India,Jamshedpur,India,1,0,England
Pakistan,Zimbabwe,Harare,Zimbabwe,1,0,Pakistan
England,India,Gwalior,India,1,0,India
England,India,Gwalior,India,1,0,India
England,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
Australia,New Zealand,Dunedin,New Zealand,1,0,Australia
Zimbabwe,India,Faridabad,India,1,0,India
England,Sri Lanka,Moratuwa,Sri Lanka,1,0,Sri Lanka
Australia,New Zealand,Christchurch,New Zealand,1,0,Australia
Zimbabwe,India,Guwahati,India,1,0,India
Pakistan,West Indies,Kingston,West Indies,1,0,West Indies
Australia,New Zealand,Wellington,New Zealand,1,0,New Zealand
Zimbabwe,India,Pune,India,1,0,India
Pakistan,West Indies,Port of Spain,West Indies,1,0,West Indies
Australia,New Zealand,Hamilton,New Zealand,1,0,New Zealand
Pakistan,West Indies,Port of Spain,West Indies,1,0,Pakistan
Australia,New Zealand,Auckland,New Zealand,1,0,Australia
Pakistan,West Indies,Kingstown,West Indies,1,0,Pakistan
Australia,England,Manchester,England,1,0,Australia
Australia,England,Birmingham,England,1,0,Australia
Australia,England,Lord's,England,1,0,Australia
India,Sri Lanka,Colombo,Sri Lanka,1,0,India
India,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
India,Sri Lanka,Moratuwa,Sri Lanka,1,0,Sri Lanka
South Africa,Sri Lanka,Colombo,Sri Lanka,1,0,South Africa
South Africa,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
West Indies,Sri Lanka,Sharjah,U.A.E.,2,2,West Indies
West Indies,Pakistan,Sharjah,U.A.E.,2,2,West Indies
Sri Lanka,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
West Indies,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
Sri Lanka,Pakistan,Sharjah,U.A.E.,2,2,Pakistan
West Indies,Sri Lanka,Sharjah,U.A.E.,2,2,West Indies
West Indies,Pakistan,Sharjah,U.A.E.,2,2,West Indies
Sri Lanka,India,Kanpur,India,1,0,India
West Indies,Sri Lanka,Mumbai,India,2,2,West Indies
West Indies,South Africa,Mumbai,India,2,2,South Africa
Zimbabwe,Sri Lanka,Patna,India,2,2,Sri Lanka
West Indies,India,Ahmedabad,India,1,0,West Indies
Sri Lanka,South Africa,Guwahati,India,2,2,South Africa
Zimbabwe,West Indies,Hyderabad,India,2,2,West Indies
South Africa,India,Mohali,,2,2,India
South Africa,India,Kolkata,India,1,0,India
West Indies,Sri Lanka,Kolkata,India,2,2,West Indies
West Indies,India,Kolkata,India,1,0,India
South Africa,Australia,Melbourne,Australia,1,0,South Africa
New Zealand,Australia,Adelaide,Australia,1,0,Australia
South Africa,Australia,Sydney,Australia,1,0,Australia
New Zealand,Australia,Melbourne,Australia,1,0,Australia
West Indies,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
South Africa,New Zealand,Hobart,Australia,2,2,New Zealand
West Indies,Sri Lanka,Colombo,Sri Lanka,1,0,West Indies
Zimbabwe,Pakistan,Karachi,Pakistan,1,0,Pakistan
Zimbabwe,Pakistan,Rawalpindi,Pakistan,1,0,Pakistan
Zimbabwe,Pakistan,Lahore,Pakistan,1,0,Pakistan
South Africa,New Zealand,Brisbane,Australia,2,2,New Zealand
South Africa,Australia,Brisbane,Australia,1,0,Australia
New Zealand,Australia,Sydney,Australia,1,0,New Zealand
South Africa,New Zealand,Perth,Australia,2,2,South Africa
South Africa,Australia,Perth,Australia,1,0,South Africa
New Zealand,Australia,Melbourne,Australia,1,0,Australia
South Africa,Australia,Melbourne,Australia,1,0,South Africa
South Africa,Australia,Sydney,Australia,1,0,Australia
South Africa,Australia,Sydney,Australia,1,0,Australia
Sri Lanka,India,Rajkot,India,1,0,India
England,West Indies,Bridgetown,West Indies,1,0,England
Sri Lanka,India,Hyderabad,India,1,0,India
Australia,South Africa,Johannesburg,South Africa,1,0,South Africa
Sri Lanka,India,Jalandhar,India,1,0,Sri Lanka
Australia,South Africa,Centurion,South Africa,1,0,South Africa
Australia,South Africa,Port Elizabeth,South Africa,1,0,Australia
Australia,South Africa,Durban,South Africa,1,0,South Africa
England,West Indies,Kingston,West Indies,1,0,West Indies
England,West Indies,Kingstown,West Indies,1,0,West Indies
Pakistan,New Zealand,Dunedin,New Zealand,1,0,Pakistan
England,West Indies,Port of Spain,West Indies,1,0,West Indies
Pakistan,New Zealand,Auckland,New Zealand,1,0,Pakistan
England,West Indies,Port of Spain,West Indies,1,0,England
Pakistan,New Zealand,Wellington,New Zealand,1,0,Pakistan
Pakistan,New Zealand,Christchurch,New Zealand,1,0,New Zealand
India,New Zealand,Napier,New Zealand,1,0,New Zealand
India,New Zealand,Auckland,New Zealand,1,0,India
India,New Zealand,Wellington,New Zealand,1,0,India
India,New Zealand,Christchurch,New Zealand,1,0,New Zealand
Australia,South Africa,East London,South Africa,1,0,Australia
Australia,South Africa,Port Elizabeth,South Africa,1,0,South Africa
Australia,South Africa,Cape Town,South Africa,1,0,Australia
Australia,South Africa,Bloemfontein,South Africa,1,0,Australia
India,U.A.E.,Sharjah,U.A.E.,1,0,India
Sri Lanka,Australia,Sharjah,U.A.E.,2,2,Australia
Pakistan,India,Sharjah,U.A.E.,2,2,Pakistan
New Zealand,Australia,Sharjah,U.A.E.,2,2,Australia
Pakistan,U.A.E.,Sharjah,U.A.E.,1,0,Pakistan
Sri Lanka,New Zealand,Sharjah,U.A.E.,2,2,New Zealand
India,Australia,Sharjah,U.A.E.,2,2,India
Pakistan,New Zealand,Sharjah,U.A.E.,2,2,Pakistan
Pakistan,India,Sharjah,U.A.E.,2,2,Pakistan
New Zealand,England,Birmingham,England,1,0,England
Pakistan,Sri Lanka,Colombo,Sri Lanka,1,0,Pakistan
Pakistan,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
Pakistan,Sri Lanka,Colombo,Sri Lanka,1,0,Pakistan
Pakistan,Sri Lanka,Colombo,Sri Lanka,1,0,Pakistan
Pakistan,Sri Lanka,Colombo,Sri Lanka,1,0,Pakistan
South Africa,England,Birmingham,England,1,0,England
South Africa,England,Manchester,England,1,0,England
India,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
Pakistan,Australia,Colombo,Sri Lanka,2,2,Australia
India,Australia,Colombo,Sri Lanka,2,2,India
Pakistan,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
Australia,Sri Lanka,Colombo,Sri Lanka,1,0,Sri Lanka
India,Sri Lanka,Colombo,Sri Lanka,1,0,India
South Africa,Australia,Lahore,Pakistan,2,2,Australia
Australia,Pakistan,Multan,Pakistan,1,0,Australia
South Africa,Pakistan,Karachi,Pakistan,1,0,Pakistan
West Indies,India,Faridabad,India,1,0,West Indies
South Africa,Australia,Faisalabad,Pakistan,2,2,Australia
West Indies,India,Mumbai,India,1,0,India
South Africa,Pakistan,Rawalpindi,Pakistan,1,0,Pakistan
Australia,Pakistan,Rawalpindi,Pakistan,1,0,Pakistan
West Indies,India,Chennai,India,1,0,India
South Africa,Australia,Peshawar,Pakistan,2,2,Australia
New Zealand,India,Vadodara,India,1,0,India
South Africa,Pakistan,Faisalabad,Pakistan,1,0,Pakistan
West Indies,India,Kanpur,India,1,0,West Indies
Australia,Pakistan,Lahore,Pakistan,1,0,Australia
West Indies,New Zealand,Guwahati,India,2,2,West Indies
New Zealand,India,Delhi,India,1,0,India
Sri Lanka,Zimbabwe,Harare,Zimbabwe,1,0,Sri Lanka
Sri Lanka,Zimbabwe,Harare,Zimbabwe,1,0,Zimbabwe
West Indies,India,Kolkata,India,1,0,India
Sri Lanka,Zimbabwe,Harare,Zimbabwe,1,0,Sri Lanka
West Indies,India,Visakhapatnam,India,1,0,India
West Indies,India,Cuttack,India,1,0,India
West Indies,India,Jaipur,India,1,0,India
Zimbabwe,Australia,Perth,Australia,1,0,Australia
Sri Lanka,Pakistan,Durban,South Africa,2,2,Pakistan
Sri Lanka,Pakistan,Centurion,South Africa,2,2,Pakistan
England,Australia,Sydney,Australia,1,0,Australia
New Zealand,South Africa,Cape Town,South Africa,1,0,South Africa
Zimbabwe,Australia,Hobart,Australia,1,0,Australia
Pakistan,South Africa,Johannesburg,South Africa,1,0,South Africa
New Zealand,South Africa,Centurion,South Africa,1,0,South Africa
Pakistan,New Zealand,Port Elizabeth,South Africa,2,2,Pakistan
Zimbabwe,England,Sydney,Australia,2,2,Zimbabwe
Sri Lanka,South Africa,Bloemfontein,South Africa,1,0,Sri Lanka
Pakistan,South Africa,Durban,South Africa,1,0,Pakistan
Sri Lanka,New Zealand,East London,South Africa,2,2,Sri Lanka
Pakistan,New Zealand,East London,South Africa,2,2,Pakistan
Sri Lanka,South Africa,Port Elizabeth,South Africa,1,0,South Africa
Zimbabwe,England,Brisbane,Australia,2,2,England
England,Australia,Melbourne,Australia,1,0,England
Pakistan,South Africa,Cape Town,South Africa,1,0,South Africa
Pakistan,South Africa,Johannesburg,South Africa,1,0,South Africa
West Indies,New Zealand,Auckland,New Zealand,1,0,West Indies
West Indies,New Zealand,Wellington,New Zealand,1,0,West Indies
West Indies,New Zealand,Christchurch,New Zealand,1,0,West Indies
South Africa,Australia,Wellington,New Zealand,2,2,Australia
India,New Zealand,Napier,New Zealand,1,0,New Zealand
South Africa,India,Hamilton,New Zealand,2,2,South Africa
Australia,New Zealand,Auckland,New Zealand,1,0,Australia
India,Australia,Dunedin,New Zealand,2,2,India
South Africa,New Zealand,Christchurch,New Zealand,1,0,New Zealand
Pakistan,Zimbabwe,Harare,Zimbabwe,1,0,Pakistan
Australia,New Zealand,Auckland,New Zealand,1,0,Australia
Pakistan,Zimbabwe,Harare,Zimbabwe,1,0,Zimbabwe
Australia,West Indies,Bridgetown,West Indies,1,0,West Indies
Australia,West Indies,Port of Spain,West Indies,1,0,Australia
Australia,West Indies,Port of Spain,West Indies,1,0,West Indies
Australia,West Indies,Kingstown,West Indies,1,0,West Indies
Australia,West Indies,Georgetown,West Indies,1,0,West Indies
Sri Lanka,New Zealand,Christchurch,New Zealand,1,0,New Zealand
Sri Lanka,New Zealand,Hamilton,New Zealand,1,0,New Zealand
Sri Lanka,New Zealand,Auckland,New Zealand,1,0,Sri Lanka
India,Bangladesh,Sharjah,U.A.E.,2,2,India
Sri Lanka,Bangladesh,Sharjah,U.A.E.,2,2,Sri Lanka
