timestamps,TP9,AF7,AF8,TP10,Right AUX
1560179502.890,31.250,45.898,40.039,24.902,55.664
1560179502.894,32.715,45.898,36.621,24.414,14.160
1560179502.898,31.738,49.805,33.203,25.391,3.418
1560179502.902,19.043,46.387,31.250,24.902,60.547
1560179502.905,14.648,45.898,28.809,25.879,58.105
1560179502.909,19.531,47.852,37.109,26.855,64.453
1560179502.913,21.484,51.270,45.898,22.461,39.551
1560179502.917,11.230,49.805,49.316,22.461,-3.906
1560179502.921,6.836,44.434,54.199,24.902,48.828
1560179502.925,11.230,44.434,50.781,25.391,50.781
1560179502.929,1.953,44.434,44.434,26.367,7.324
1560179502.933,-6.348,44.922,41.504,25.879,20.508
1560179502.937,-3.418,41.992,36.621,25.879,15.137
1560179502.941,-5.859,39.062,34.180,26.855,41.016
1560179502.945,-11.719,41.016,34.668,23.438,59.082
1560179502.948,-4.883,39.551,33.691,24.414,-5.371
1560179502.952,5.859,38.574,32.227,26.367,-17.578
1560179502.956,12.207,41.016,33.691,27.832,76.172
1560179502.960,17.090,44.434,35.645,37.598,78.125
1560179502.964,14.648,47.363,32.715,34.668,76.660
1560179502.968,17.090,48.828,34.668,36.133,53.711
1560179502.972,24.414,46.875,33.203,37.109,8.301
1560179502.976,25.391,45.410,30.273,30.762,11.230
1560179502.980,21.973,44.434,33.203,30.762,34.668
1560179502.984,15.137,46.387,35.156,23.438,79.590
1560179502.987,12.695,45.898,35.156,21.973,44.922
1560179502.991,9.766,40.527,36.133,27.832,-9.766
1560179502.995,5.859,40.527,29.785,22.949,-9.766
1560179502.999,2.930,43.945,24.414,19.531,27.344
1560179503.003,-0.977,41.016,31.250,22.949,73.730
1560179503.007,-1.465,36.133,34.180,17.090,57.617
1560179503.011,-2.930,36.133,30.762,11.230,42.969
1560179503.015,1.465,37.109,29.785,20.020,7.812
1560179503.019,3.906,40.527,29.297,28.320,-21.973
1560179503.023,-1.465,39.551,28.320,26.855,72.754
1560179503.027,1.953,37.598,25.879,20.508,104.492
1560179503.030,6.836,40.527,27.832,21.484,-5.859
1560179503.034,7.812,42.480,32.715,31.250,8.301
1560179503.038,3.418,45.898,33.203,23.926,56.641
1560179503.042,3.906,46.387,34.668,15.137,62.500
1560179503.046,6.348,43.945,34.668,25.879,36.133
1560179503.050,6.348,46.387,35.156,28.809,-15.625
1560179503.054,5.859,47.363,36.133,26.855,3.906
1560179503.058,7.324,46.875,34.668,29.297,-0.488
1560179503.062,0.488,49.805,38.086,25.391,-29.297
1560179503.066,-2.441,50.293,35.645,28.320,-9.766
1560179503.070,7.324,43.945,28.320,23.438,3.418
1560179503.073,13.672,41.504,30.762,21.484,33.691
1560179503.077,11.719,45.898,35.156,28.809,60.547
1560179503.081,11.719,48.340,34.180,29.297,8.789
1560179503.085,17.090,47.852,30.273,26.855,20.020
1560179503.089,19.043,47.363,22.461,22.949,32.227
1560179503.093,19.043,45.898,20.508,23.438,37.109
1560179503.097,23.926,43.945,24.902,28.809,53.711
1560179503.101,16.602,44.922,23.438,25.391,20.508
1560179503.105,8.789,44.922,21.973,21.973,28.809
1560179503.109,13.672,46.875,25.879,20.996,68.848
1560179503.112,17.578,46.387,32.227,19.531,53.223
1560179503.116,13.672,41.992,35.156,18.066,43.457
1560179503.120,0.488,40.527,32.715,14.160,55.664
1560179503.124,-4.883,40.527,31.250,12.695,32.227
1560179503.128,-4.395,40.039,31.250,19.043,33.691
1560179503.132,-5.859,38.574,30.762,20.020,21.484
1560179503.136,-5.371,40.039,25.879,17.578,7.324
1560179503.140,-8.789,37.109,22.461,18.066,-13.184
1560179503.144,-20.508,30.762,22.949,11.719,-29.785
1560179503.148,-15.137,33.203,21.973,14.648,-26.855
1560179503.152,-9.766,35.156,25.391,19.043,5.371
1560179503.155,-12.695,36.133,30.762,20.508,69.336
1560179503.159,-7.324,36.621,30.273,25.391,33.203
1560179503.163,-13.672,37.109,26.367,20.996,-5.371
1560179503.167,-16.113,36.133,25.391,21.484,-8.789
1560179503.171,-3.418,36.621,26.367,25.879,31.738
1560179503.175,2.441,40.527,30.273,29.297,86.914
1560179503.179,-2.441,41.992,30.273,25.879,56.641
1560179503.183,-4.883,41.016,31.250,27.832,100.586
1560179503.187,3.418,45.410,31.738,33.691,36.621
1560179503.191,15.625,49.805,23.926,29.297,-55.176
1560179503.194,13.184,43.945,28.809,33.203,44.434
1560179503.198,10.742,39.551,32.227,41.504,39.551
1560179503.202,15.137,43.945,28.320,37.598,-57.617
1560179503.206,12.695,42.969,39.551,37.109,-8.301
1560179503.210,22.461,39.551,42.969,38.086,22.461
1560179503.214,21.973,37.598,38.086,26.855,-45.898
1560179503.218,4.883,38.574,36.133,27.832,-67.871
1560179503.222,5.371,38.086,34.668,27.832,12.207
1560179503.226,3.418,37.598,36.133,17.090,57.129
1560179503.230,5.371,39.551,37.598,16.113,35.156
1560179503.234,17.578,42.480,42.480,22.949,13.184
1560179503.237,7.324,43.945,42.969,24.414,27.344
1560179503.241,-0.488,43.945,40.039,24.902,33.691
1560179503.245,-0.977,41.504,45.410,17.090,26.367
1560179503.249,-2.930,40.527,53.223,9.277,59.570
1560179503.253,2.930,39.551,57.617,17.578,71.777
1560179503.257,-1.953,40.039,62.012,23.926,58.105
1560179503.261,-5.859,39.551,61.523,17.090,50.293
1560179503.265,-3.418,39.062,53.711,12.207,26.367
1560179503.269,-1.953,38.574,54.688,25.391,-20.508
1560179503.273,0.000,35.645,59.082,28.809,9.766
1560179503.277,-4.395,34.668,58.105,24.414,9.277
1560179503.280,-9.277,36.621,55.176,26.367,-48.828
1560179503.284,-9.277,35.156,52.734,30.762,25.391
1560179503.288,-0.977,38.086,51.270,33.691,52.246
1560179503.292,3.906,38.574,46.875,39.062,63.477
1560179503.296,12.695,40.039,44.434,39.551,33.691
1560179503.300,12.207,41.016,43.457,25.391,31.250
1560179503.304,8.301,39.551,43.457,25.879,100.098
1560179503.308,16.113,40.039,41.504,29.297,64.941
1560179503.312,21.973,40.039,40.527,27.344,66.406
1560179503.316,11.719,41.016,45.898,20.996,40.039
1560179503.319,11.719,41.016,52.246,25.391,15.137
1560179503.323,10.742,42.969,53.223,26.367,52.734
1560179503.327,9.766,42.480,50.781,21.484,62.012
1560179503.331,15.625,40.527,56.152,16.113,-49.316
1560179503.335,21.484,41.504,60.059,11.230,-71.777
1560179503.339,21.973,43.945,62.500,13.672,43.945
1560179503.343,13.184,40.039,64.453,9.766,132.324
1560179503.347,7.324,37.109,62.988,15.625,65.430
1560179503.351,8.301,39.062,57.129,17.578,42.969
1560179503.355,12.695,38.574,47.363,13.672,63.477
1560179503.359,8.301,38.574,43.945,15.137,-19.531
1560179503.362,6.836,39.062,44.922,17.578,45.898
1560179503.366,8.301,39.551,41.992,29.297,51.270
1560179503.370,14.648,41.016,40.527,37.598,-10.254
1560179503.374,17.578,43.457,49.316,41.504,41.992
1560179503.378,17.090,46.387,53.223,43.457,63.965
1560179503.382,19.531,43.945,42.969,36.621,44.434
1560179503.386,15.625,40.039,40.039,30.273,87.891
1560179503.390,15.137,45.898,44.922,34.668,141.113
1560179503.394,15.625,49.316,40.039,32.227,93.262
1560179503.398,10.742,44.434,44.922,23.926,65.430
1560179503.402,-1.953,42.480,49.316,26.367,58.594
1560179503.405,-6.836,42.480,49.316,25.391,33.203
1560179503.409,2.441,42.969,44.434,25.879,37.598
1560179503.413,0.000,42.480,36.133,22.949,-25.879
1560179503.417,0.977,41.504,39.062,17.578,-31.738
1560179503.421,2.441,40.039,41.016,17.090,56.152
1560179503.425,-6.348,40.527,37.598,7.324,-12.695
1560179503.429,-2.441,39.062,37.598,10.742,33.691
1560179503.433,3.906,39.062,39.062,18.555,88.379
1560179503.437,3.418,42.969,39.551,13.672,83.496
1560179503.441,-2.441,42.969,30.273,16.602,27.344
1560179503.444,-3.418,41.504,20.996,18.555,-23.438
1560179503.448,5.859,43.945,22.461,21.484,58.105
1560179503.452,10.254,47.363,23.438,22.949,59.570
1560179503.456,13.672,44.434,20.508,26.367,43.945
1560179503.460,14.648,42.969,17.578,24.902,-25.879
1560179503.464,18.066,42.480,20.508,27.344,-2.441
1560179503.468,22.949,43.457,19.531,32.715,61.035
1560179503.472,26.367,44.434,19.043,27.832,29.785
1560179503.476,36.133,42.480,20.508,29.785,63.477
1560179503.480,34.180,46.875,18.066,25.879,17.090
1560179503.484,27.344,49.805,19.043,24.414,-48.340
1560179503.487,22.461,42.480,18.066,32.715,33.203
1560179503.491,19.531,41.016,20.508,35.156,87.891
1560179503.495,20.508,43.945,24.902,31.738,84.961
1560179503.499,16.113,45.898,22.461,36.133,70.312
1560179503.503,5.371,46.875,26.855,33.691,50.781
1560179503.507,6.836,46.875,31.738,18.555,49.805
1560179503.511,9.277,47.363,36.133,22.461,55.664
1560179503.515,-4.395,45.410,42.480,20.996,63.477
1560179503.519,-10.742,41.992,39.551,16.113,52.246
1560179503.523,-12.207,41.992,38.574,16.113,32.227
1560179503.526,-19.531,40.527,46.875,14.160,33.203
1560179503.530,-15.137,40.039,45.898,16.113,58.594
1560179503.534,-7.812,39.062,33.691,16.602,16.113
1560179503.538,-6.348,40.039,31.738,26.367,-24.414
1560179503.542,-5.371,43.945,35.156,27.832,75.195
1560179503.546,-1.953,49.316,32.227,26.855,48.828
1560179503.550,11.719,52.246,35.645,37.598,-17.578
1560179503.554,20.508,52.246,42.480,37.109,3.906
1560179503.558,17.090,51.758,42.969,29.785,43.457
1560179503.562,13.184,49.316,36.621,25.391,89.844
1560179503.566,15.137,49.805,34.668,29.785,87.891
1560179503.569,19.531,52.734,36.621,30.762,88.867
1560179503.573,28.809,55.176,33.203,33.691,57.617
1560179503.577,35.156,50.781,29.297,35.156,-33.203
1560179503.581,32.715,46.875,27.832,29.297,-61.035
1560179503.585,31.250,48.340,19.531,25.879,26.855
1560179503.589,26.855,45.898,14.160,24.902,49.805
1560179503.593,27.832,46.387,17.578,26.855,14.160
1560179503.597,24.902,47.852,19.531,27.832,-4.883
1560179503.601,11.230,45.898,22.461,23.438,-20.508
1560179503.605,7.324,45.898,24.902,17.578,-34.180
1560179503.609,5.371,44.434,16.113,17.090,0.488
1560179503.612,1.953,41.016,10.254,19.043,67.871
1560179503.616,5.371,37.109,15.625,20.996,33.691
1560179503.620,-3.418,31.250,14.160,19.531,-42.969
1560179503.624,-19.531,29.785,14.648,15.625,-47.852
1560179503.628,-16.113,33.691,16.602,20.996,8.789
1560179503.632,-6.836,36.133,13.672,30.762,30.762
1560179503.636,-5.371,34.180,15.137,38.086,67.383
1560179503.640,-11.230,34.668,19.043,37.598,123.535
1560179503.644,-11.719,40.527,20.020,41.992,102.051
1560179503.648,-0.977,42.480,22.949,37.598,113.281
1560179503.651,-0.977,41.992,23.438,28.809,110.352
1560179503.655,3.906,44.922,24.902,39.062,57.129
1560179503.659,11.230,46.387,32.227,33.691,8.301
1560179503.663,18.555,46.875,37.598,25.391,9.277
1560179503.667,25.879,49.316,40.527,33.203,65.430
1560179503.671,26.367,51.270,41.504,39.551,62.012
1560179503.675,34.180,50.781,40.039,36.621,30.273
1560179503.679,30.273,48.828,40.039,25.879,35.645
1560179503.683,28.320,48.828,36.133,26.367,-14.160
1560179503.687,30.273,49.316,33.691,22.949,49.805
1560179503.691,38.086,50.781,36.621,19.043,85.449
1560179503.694,32.715,45.410,38.574,20.996,24.414
1560179503.698,15.625,45.410,40.527,17.090,53.711
1560179503.702,12.695,46.875,38.574,13.672,72.266
1560179503.706,10.254,44.434,33.691,10.742,34.180
1560179503.710,8.789,43.945,32.715,11.719,-5.371
1560179503.714,16.602,43.945,32.227,10.254,-33.203
1560179503.718,21.484,42.480,30.762,17.578,-30.762
1560179503.722,10.742,41.992,28.809,29.785,63.965
1560179503.726,7.324,46.387,21.484,32.227,58.594
1560179503.730,14.160,46.875,28.320,28.320,26.367
1560179503.734,11.230,45.410,37.109,21.484,59.570
1560179503.737,1.465,44.434,33.203,19.043,-9.277
1560179503.741,-1.465,40.527,31.738,23.438,-45.898
1560179503.745,-2.441,37.598,29.785,14.648,-10.742
1560179503.749,-2.441,39.551,32.715,14.648,2.930
1560179503.753,0.977,41.992,41.016,20.996,15.137
1560179503.757,2.441,38.086,41.504,8.301,63.477
1560179503.761,4.883,35.156,31.738,10.742,76.172
1560179503.765,7.812,39.062,24.902,11.230,9.766
1560179503.769,16.602,42.480,25.391,6.836,-10.254
1560179503.773,26.367,44.922,25.391,17.090,41.016
1560179503.776,25.391,42.969,23.926,22.949,17.090
1560179503.780,17.090,42.480,24.414,19.531,1.465
1560179503.784,8.789,45.410,31.250,16.602,-20.996
1560179503.788,9.766,44.922,41.992,17.090,17.578
1560179503.792,19.531,44.434,46.387,18.066,33.691
1560179503.796,23.926,48.340,48.340,21.484,29.785
1560179503.800,16.113,46.387,51.758,22.949,21.484
1560179503.804,10.254,42.969,51.758,14.648,11.230
1560179503.808,13.184,39.551,52.246,21.484,12.207
1560179503.812,10.254,39.062,55.664,30.273,-4.395
1560179503.816,3.418,39.062,56.641,19.043,-49.805
1560179503.819,-0.488,36.133,52.246,16.113,-34.180
1560179503.823,-2.930,34.180,53.223,16.602,30.273
1560179503.827,-3.906,33.203,53.711,15.137,54.199
1560179503.831,6.348,35.156,50.781,20.020,28.320
1560179503.835,9.277,34.668,45.410,23.438,-10.254
1560179503.839,0.488,37.109,40.527,18.555,17.578
1560179503.843,5.371,38.574,38.574,16.113,44.922
1560179503.847,6.348,35.645,36.621,20.020,72.266
1560179503.851,2.441,39.062,32.715,13.672,128.906
1560179503.855,13.184,41.992,28.320,14.160,77.637
1560179503.859,16.113,39.551,26.367,17.090,30.762
1560179503.862,14.648,42.480,15.625,12.695,47.363
1560179503.866,22.949,43.457,18.555,13.184,-11.230
1560179503.870,21.484,41.016,24.902,19.043,42.480
1560179503.874,18.066,43.945,20.508,23.438,63.965
1560179503.878,21.484,45.410,19.531,23.926,26.367
1560179503.882,18.066,44.434,22.949,23.438,42.480
1560179503.886,15.625,46.875,32.715,23.438,20.020
1560179503.890,15.137,46.875,35.645,30.762,7.812
1560179503.894,18.555,45.410,32.715,35.156,-36.133
1560179503.898,18.066,45.898,32.715,29.297,-7.324
1560179503.901,12.207,44.434,32.227,18.555,60.059
1560179503.905,8.789,42.480,35.645,20.508,78.125
1560179503.909,9.277,40.039,36.133,27.344,67.871
1560179503.913,10.742,40.039,36.133,19.043,10.254
1560179503.917,6.348,41.504,41.504,13.672,-20.508
1560179503.921,1.953,41.016,42.480,13.184,47.852
1560179503.925,-0.977,40.039,37.598,15.137,64.453
1560179503.929,0.000,39.062,43.945,21.973,39.062
1560179503.933,2.930,42.480,50.781,23.926,65.430
1560179503.937,3.418,45.898,45.410,18.066,26.367
1560179503.941,3.418,46.387,41.992,19.531,3.906
1560179503.944,7.812,44.922,37.109,20.020,-0.977
1560179503.948,8.789,43.457,34.180,20.996,2.930
1560179503.952,7.324,41.504,36.133,25.879,43.457
1560179503.956,12.695,39.551,35.645,23.926,32.227
1560179503.960,10.254,37.598,31.738,18.066,-13.184
1560179503.964,7.324,39.551,32.227,14.160,56.641
1560179503.968,13.672,44.434,37.598,14.648,103.516
1560179503.972,16.602,44.922,40.039,16.113,75.195
1560179503.976,17.090,45.410,44.434,21.484,55.664
1560179503.980,13.672,45.410,46.387,27.344,21.973
1560179503.983,8.789,44.434,40.039,16.113,68.848
1560179503.987,17.578,46.387,39.062,13.184,53.711
1560179503.991,15.625,41.504,42.480,16.113,-9.277
1560179503.995,15.137,38.086,43.945,18.555,43.457
1560179503.999,12.207,38.086,41.504,18.066,50.293
1560179504.003,1.953,39.551,38.086,20.996,44.434
1560179504.007,3.906,39.062,35.645,25.391,15.137
1560179504.011,7.812,38.574,34.180,25.879,5.371
1560179504.015,11.230,41.504,35.645,29.297,48.828
1560179504.019,5.371,41.504,38.086,22.949,15.137
1560179504.023,-5.859,41.504,40.039,20.996,-3.418
1560179504.026,-6.348,32.715,38.574,22.461,-44.922
1560179504.030,-2.930,30.273,35.645,16.602,7.812
1560179504.034,-1.465,38.574,33.203,15.625,46.875
1560179504.038,-0.488,38.086,32.227,14.648,0.000
1560179504.042,0.977,39.062,30.762,9.277,-14.648
1560179504.046,10.742,40.039,29.785,8.301,-36.133
1560179504.050,16.113,36.621,28.809,15.137,-32.227
1560179504.054,13.184,34.180,28.809,16.602,30.273
1560179504.058,5.371,31.250,25.879,18.555,55.176
1560179504.062,0.000,31.738,20.996,16.113,11.719
1560179504.066,-1.953,33.203,22.949,5.859,17.578
1560179504.069,0.977,33.691,26.855,12.695,30.762
1560179504.073,9.766,37.598,29.785,20.508,19.531
1560179504.077,8.789,38.086,35.156,20.996,1.953
1560179504.081,7.812,35.645,40.527,23.926,-4.395
1560179504.085,13.184,37.598,44.434,33.691,24.902
1560179504.089,20.508,40.039,44.922,36.621,34.180
1560179504.093,23.438,39.551,41.992,34.668,24.414
1560179504.097,19.043,39.062,43.945,38.086,48.340
1560179504.101,14.648,41.504,48.828,34.668,55.176
1560179504.105,16.602,41.504,47.852,31.250,28.809
1560179504.108,16.113,37.598,40.527,29.297,63.965
1560179504.112,8.789,36.621,42.480,23.926,59.082
1560179504.116,7.324,36.133,50.293,21.973,1.953
1560179504.120,3.418,34.668,50.293,16.602,13.184
1560179504.124,-7.324,36.133,49.805,10.254,-14.648
1560179504.128,-5.859,35.645,48.828,6.348,-36.133
1560179504.132,1.953,35.645,50.293,5.859,61.523
1560179504.136,0.488,35.156,56.641,9.277,76.660
1560179504.140,2.930,32.715,58.105,1.953,4.883
1560179504.144,3.906,32.715,59.082,-1.465,17.090
1560179504.148,2.930,31.738,62.012,6.348,51.270
1560179504.151,11.230,35.645,65.430,12.695,102.539
1560179504.155,9.766,37.598,66.406,13.184,91.797
1560179504.159,9.277,33.203,66.406,16.113,40.527
1560179504.163,12.695,36.133,65.918,21.973,68.848
1560179504.167,13.184,38.086,66.406,26.855,62.988
1560179504.171,20.508,38.574,67.871,32.715,18.555
1560179504.175,22.461,40.039,62.500,36.133,-7.812
1560179504.179,21.484,38.086,57.129,37.598,41.504
1560179504.183,20.996,38.086,55.176,38.086,35.156
1560179504.187,20.996,39.551,55.176,36.133,4.883
1560179504.191,23.438,38.086,60.547,36.133,36.133
1560179504.194,23.926,39.062,56.641,36.133,58.594
1560179504.198,18.066,41.992,54.688,32.715,20.996
1560179504.202,15.625,40.527,60.547,26.855,59.082
1560179504.206,14.160,38.574,66.895,25.879,79.102
1560179504.210,14.648,38.574,68.848,29.785,43.457
1560179504.214,13.672,39.551,61.523,25.391,77.637
1560179504.218,10.254,37.598,58.105,18.066,62.012
1560179504.222,11.230,38.574,57.129,13.672,-11.719
1560179504.226,6.348,38.574,51.270,7.324,-19.043
1560179504.230,6.836,36.621,47.363,10.254,26.367
1560179504.233,17.090,38.574,48.828,12.695,22.461
1560179504.237,15.137,40.039,51.270,7.812,38.086
1560179504.241,6.836,38.574,50.293,6.836,23.926
1560179504.245,9.766,38.574,49.316,8.789,34.180
1560179504.249,13.672,41.992,47.363,4.883,62.988
1560179504.253,11.719,41.504,42.969,4.883,43.457
1560179504.257,6.836,37.598,38.086,7.324,23.926
1560179504.261,3.418,39.062,36.621,7.812,-1.953
1560179504.265,7.812,42.480,39.062,13.184,25.879
1560179504.269,12.207,44.922,43.457,14.160,17.578
1560179504.273,18.066,42.969,45.410,20.996,12.207
1560179504.276,15.137,38.574,37.598,24.902,-5.371
1560179504.280,12.695,40.039,32.715,25.391,26.855
1560179504.284,13.184,39.062,34.180,29.297,109.375
1560179504.288,10.254,36.621,40.039,35.156,44.922
1560179504.292,12.695,39.551,47.363,36.133,-13.672
1560179504.296,10.742,42.480,49.805,33.691,4.883
1560179504.300,12.207,42.480,46.387,36.133,-34.668
1560179504.304,14.160,41.504,41.992,31.738,-41.992
1560179504.308,17.090,43.457,38.574,25.391,18.555
1560179504.312,18.066,44.434,34.180,23.926,24.902
1560179504.315,16.602,41.504,35.645,21.484,3.906
1560179504.319,11.719,43.457,40.039,20.020,63.477
1560179504.323,10.742,43.945,39.551,10.254,58.105
1560179504.327,13.184,44.922,43.457,5.859,20.508
1560179504.331,17.578,47.852,47.363,9.766,42.480
1560179504.335,16.113,43.945,45.410,3.906,25.879
1560179504.339,8.301,42.480,50.293,4.395,69.336
1560179504.343,-0.977,41.992,51.270,0.977,86.426
1560179504.347,0.000,44.922,47.363,-2.930,9.277
1560179504.351,6.348,48.828,42.969,8.301,58.594
1560179504.355,7.324,47.852,43.457,11.230,79.102
1560179504.358,7.324,48.340,45.898,5.859,59.082
1560179504.362,0.000,48.340,41.016,8.789,24.902
1560179504.366,-1.953,46.875,38.086,11.719,-8.301
1560179504.370,6.348,42.480,35.156,14.160,20.508
1560179504.374,10.742,39.062,28.809,16.113,39.062
1560179504.378,5.371,41.016,26.855,19.531,21.973
1560179504.382,3.906,43.945,27.344,21.973,14.160
1560179504.386,12.695,43.945,24.414,27.832,-15.625
1560179504.390,19.043,43.457,22.461,33.203,8.301
1560179504.394,18.555,43.457,25.391,34.668,21.973
1560179504.398,13.184,40.039,29.785,35.645,58.594
1560179504.401,11.230,39.062,35.156,34.180,113.770
1560179504.405,15.625,39.551,41.016,37.598,15.137
1560179504.409,20.996,38.086,44.434,38.086,-41.504
1560179504.413,26.855,40.527,44.434,34.668,40.527
1560179504.417,22.461,40.039,44.434,36.133,62.988
1560179504.421,14.160,37.109,44.434,31.250,29.785
1560179504.425,16.602,39.062,45.898,26.367,-7.324
1560179504.429,20.020,41.504,44.434,19.531,22.461
1560179504.433,19.531,41.992,38.574,17.578,29.785
1560179504.437,15.625,41.504,31.250,17.578,14.648
1560179504.440,10.742,43.457,27.832,7.324,21.484
1560179504.444,9.766,47.363,33.691,3.906,60.059
1560179504.448,8.301,48.340,35.156,5.371,76.172
1560179504.452,9.277,47.363,33.691,1.465,22.461
1560179504.456,2.930,44.434,34.180,0.977,-20.996
1560179504.460,-2.441,44.922,41.016,5.859,41.016
1560179504.464,0.977,47.852,45.898,7.812,64.453
1560179504.468,8.789,45.898,47.852,9.766,50.293
1560179504.472,8.789,40.527,48.340,9.766,62.500
1560179504.476,2.441,41.016,44.922,7.812,62.988
1560179504.480,2.441,39.551,43.457,8.789,58.594
1560179504.483,0.977,36.133,43.457,11.230,15.137
1560179504.487,1.465,40.039,44.922,13.184,-4.883
1560179504.491,8.301,39.551,41.016,16.113,12.695
1560179504.495,13.672,39.551,31.738,20.020,43.457
1560179504.499,12.207,40.527,32.715,21.484,19.043
1560179504.503,8.301,42.480,32.715,18.555,-26.855
1560179504.507,13.672,43.457,25.391,22.461,-24.902
1560179504.511,15.137,40.039,23.926,21.484,33.203
1560179504.515,11.230,40.039,26.367,17.090,49.805
1560179504.519,11.719,42.480,25.391,18.066,6.348
1560179504.523,11.719,41.504,16.602,21.484,-5.371
1560179504.526,11.230,36.621,15.625,18.066,4.395
1560179504.530,12.695,34.668,19.043,13.184,-41.992
1560179504.534,7.324,33.691,19.531,9.766,-2.930
1560179504.538,2.441,33.203,22.949,8.301,88.867
1560179504.542,5.371,34.180,20.996,15.625,39.062
1560179504.546,5.859,35.156,24.414,14.648,-3.418
1560179504.550,9.277,38.086,27.832,15.625,40.039
1560179504.554,4.883,37.109,32.715,15.137,25.879
1560179504.558,3.906,34.180,35.645,19.043,1.465
1560179504.562,3.906,37.109,35.645,23.438,41.992
1560179504.565,-3.906,37.598,38.574,13.672,82.031
1560179504.569,0.000,38.086,41.016,20.996,38.574
1560179504.573,4.395,41.016,41.016,23.438,-4.395
1560179504.577,2.441,39.551,43.945,24.902,18.066
1560179504.581,3.418,42.480,50.293,23.926,8.789
1560179504.585,2.930,43.457,58.594,23.438,19.531
1560179504.589,7.812,42.480,57.617,22.949,38.086
1560179504.593,17.578,44.434,52.734,20.020,15.625
1560179504.597,22.461,48.340,55.664,23.438,37.109
1560179504.601,28.809,49.316,57.617,19.531,18.555
1560179504.605,31.738,47.363,56.641,13.184,11.719
1560179504.608,30.762,46.387,55.664,10.742,15.625
1560179504.612,29.785,45.410,52.734,16.602,-28.320
1560179504.616,15.137,44.922,49.805,13.672,5.371
1560179504.620,1.465,42.969,52.246,7.324,33.203
1560179504.624,1.953,41.992,53.223,8.789,40.527
1560179504.628,1.465,41.504,51.270,7.812,51.270
1560179504.632,6.836,41.016,52.734,8.301,54.688
1560179504.636,8.301,41.504,57.129,9.766,12.695
1560179504.640,5.371,43.945,58.105,15.137,30.762
1560179504.644,5.859,42.969,53.711,18.555,53.711
1560179504.648,2.441,41.016,50.781,21.973,31.250
1560179504.651,5.371,39.062,48.828,20.020,44.434
1560179504.655,10.254,37.598,47.363,23.438,-4.395
1560179504.659,4.395,37.598,53.711,25.879,42.480
1560179504.663,0.488,37.109,57.129,22.461,83.496
1560179504.667,8.789,39.551,52.734,29.297,39.551
1560179504.671,11.230,39.062,52.734,29.785,55.176
1560179504.675,10.742,38.086,45.410,25.391,100.586
1560179504.679,9.277,37.598,35.645,23.926,83.984
1560179504.683,8.789,44.434,43.945,23.926,32.227
1560179504.687,11.230,53.223,51.758,21.484,10.742
1560179504.690,14.160,51.270,54.688,28.809,-14.160
1560179504.694,18.555,46.387,54.199,28.809,30.273
1560179504.698,14.648,42.480,54.688,19.043,21.973
1560179504.702,8.789,41.016,58.594,19.043,24.414
1560179504.706,16.602,41.992,57.617,21.484,31.250
1560179504.710,20.020,36.133,55.176,20.508,-7.324
1560179504.714,15.137,35.156,57.129,18.555,-8.789
1560179504.718,12.207,37.109,58.594,15.625,9.277
1560179504.722,11.230,39.062,54.199,14.648,35.645
1560179504.726,8.789,37.109,49.316,10.254,67.383
1560179504.730,7.812,36.133,50.293,10.254,28.320
1560179504.733,13.184,38.574,50.293,18.555,-29.297
1560179504.737,8.789,39.551,48.340,15.625,36.621
1560179504.741,5.859,37.598,46.875,10.254,38.086
1560179504.745,8.301,38.574,43.945,18.555,39.062
1560179504.749,6.836,40.039,38.086,22.949,39.062
1560179504.753,10.742,37.598,37.598,22.949,41.504
1560179504.757,15.137,36.133,34.180,22.949,48.340
1560179504.761,11.719,37.598,28.809,25.879,56.152
1560179504.765,10.742,38.086,28.320,30.762,69.824
1560179504.769,16.113,38.086,30.762,26.855,62.012
1560179504.772,23.926,40.527,24.902,26.855,41.016
1560179504.776,17.578,43.457,17.578,28.320,49.316
1560179504.780,15.137,39.551,26.855,30.273,34.668
1560179504.784,19.531,38.574,31.738,32.227,-1.465
1560179504.788,13.672,41.504,30.762,18.555,12.695
1560179504.792,17.578,38.574,28.809,23.926,39.551
1560179504.796,14.160,39.062,23.438,30.273,20.020
1560179504.800,6.836,44.922,19.043,23.926,-2.441
1560179504.804,10.742,46.875,19.043,24.414,53.711
1560179504.808,14.648,46.875,20.996,20.996,55.664
1560179504.812,15.625,43.945,17.578,15.137,41.504
1560179504.815,18.066,41.504,15.137,14.648,64.453
1560179504.819,16.602,45.410,11.230,15.625,60.059
1560179504.823,14.648,43.945,4.395,12.207,42.480
1560179504.827,17.090,42.480,5.371,12.207,-10.742
1560179504.831,17.090,42.480,11.230,13.672,12.695
1560179504.835,14.648,43.457,8.789,12.207,52.734
1560179504.839,8.789,39.551,8.301,8.789,-24.902
1560179504.843,13.184,36.133,14.160,11.230,-5.859
1560179504.847,15.625,39.062,17.578,10.254,58.594
1560179504.851,8.789,37.109,20.508,4.883,32.227
1560179504.855,14.160,39.551,21.484,13.672,-0.488
1560179504.858,13.184,44.922,24.414,20.020,27.832
1560179504.862,5.371,46.387,25.879,22.949,12.207
1560179504.866,10.742,47.363,19.531,27.832,-17.578
1560179504.870,18.555,48.340,14.160,31.250,45.410
1560179504.874,20.508,47.852,12.207,34.180,68.848
1560179504.878,16.113,48.828,11.719,38.086,21.484
